timestamp,epoch_time,event_type,epoch,loss,accuracy,val_accuracy,sample_count,detected_class,extra_info,raw_message
2026-05-21T15:50:22.035381,1779367822.0353816,TRAIN_EPOCH,7,0.874,66.7,,,,,  Epoch  7  Loss=0.8740  Acc=66.7%
2026-05-21T15:50:22.182753,1779367822.182753,TRAIN_EPOCH,8,0.8689,66.7,,,,,  Epoch  8  Loss=0.8689  Acc=66.7%
2026-05-21T15:50:22.330368,1779367822.330368,TRAIN_EPOCH,9,0.8639,66.7,,,,,  Epoch  9  Loss=0.8639  Acc=66.7%
2026-05-21T15:50:22.488726,1779367822.4887269,TRAIN_EPOCH,10,0.8591,66.7,,,,,  Epoch 10  Loss=0.8591  Acc=66.7%
2026-05-21T15:50:22.635722,1779367822.6357224,TRAIN_EPOCH,11,0.8552,66.7,,,,,  Epoch 11  Loss=0.8552  Acc=66.7%
2026-05-21T15:50:22.783664,1779367822.7836642,TRAIN_EPOCH,12,0.8507,66.7,,,,,  Epoch 12  Loss=0.8507  Acc=66.7%
2026-05-21T15:50:22.941438,1779367822.9414387,TRAIN_EPOCH,13,0.8465,66.7,,,,,  Epoch 13  Loss=0.8465  Acc=66.7%
2026-05-21T15:50:23.090223,1779367823.0912673,TRAIN_EPOCH,14,0.8422,66.7,,,,,  Epoch 14  Loss=0.8422  Acc=66.7%
2026-05-21T15:50:23.092227,1779367823.092227,VALIDATION,,,,60.0,10,,,[ACCURACY] Validation: 60.0% (n=10)
2026-05-21T15:50:23.094243,1779367823.0942433,FL,,,,,,,"B1 pre-pack: min=-3.0270, max=3.2544, mean=-0.1211","[FL] B1 pre-pack: min=-3.0270, max=3.2544, mean=-0.1211"
2026-05-21T15:50:23.095218,1779367823.0952187,FL,,,,,,,Model sent (72 bytes),[FL] Model sent (72 bytes)
2026-05-21T15:50:23.095218,1779367823.0952187,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:23.223866,1779367823.223867,BLE,,,,,,,Received global model (64 bytes),[BLE] Received global model (64 bytes)
2026-05-21T15:50:23.224813,1779367823.2248135,FL,,,,,,,Global model updated (Adam reset),[FL] Global model updated (Adam reset)
2026-05-21T15:50:23.226807,1779367823.2268074,FL,,,,,,,"B1 unpacked: min=-2.7559, max=2.7559, mean=-0.1427","[FL] B1 unpacked: min=-2.7559, max=2.7559, mean=-0.1427"
2026-05-21T15:50:25.100568,1779367825.1005688,NEW_SAMPLE,,,,,30,dog,,[DATA] class=dog (n=30)
2026-05-21T15:50:27.099579,1779367827.0995796,NEW_SAMPLE,,,,,30,horse,,[DATA] class=horse (n=30)
2026-05-21T15:50:29.093024,1779367829.0930245,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:31.102717,1779367831.1027172,NEW_SAMPLE,,,,,30,dog,,[DATA] class=dog (n=30)
2026-05-21T15:50:33.098248,1779367833.0982485,NEW_SAMPLE,,,,,30,other,,[DATA] class=other (n=30)
2026-05-21T15:50:35.101535,1779367835.1015358,NEW_SAMPLE,,,,,30,other,,[DATA] class=other (n=30)
2026-05-21T15:50:37.096921,1779367837.0969212,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:39.104023,1779367839.1040232,NEW_SAMPLE,,,,,30,other,,[DATA] class=other (n=30)
2026-05-21T15:50:40.844883,1779367840.844884,FL,,,,,,,Local training (4-class cross-entropy),[FL] Local training (4-class cross-entropy)
2026-05-21T15:50:40.983748,1779367840.9837484,TRAIN_EPOCH,0,0.9932,50.0,,,,,  Epoch  0  Loss=0.9932  Acc=50.0%
2026-05-21T15:50:41.130276,1779367841.1302762,TRAIN_EPOCH,1,0.9671,53.3,,,,,  Epoch  1  Loss=0.9671  Acc=53.3%
2026-05-21T15:50:41.289181,1779367841.2891815,TRAIN_EPOCH,2,0.9609,56.7,,,,,  Epoch  2  Loss=0.9609  Acc=56.7%
2026-05-21T15:50:41.438625,1779367841.4386253,TRAIN_EPOCH,3,0.9551,56.7,,,,,  Epoch  3  Loss=0.9551  Acc=56.7%
2026-05-21T15:50:41.587135,1779367841.587135,TRAIN_EPOCH,4,0.9502,60.0,,,,,  Epoch  4  Loss=0.9502  Acc=60.0%
2026-05-21T15:50:41.735505,1779367841.7355058,TRAIN_EPOCH,5,0.9464,60.0,,,,,  Epoch  5  Loss=0.9464  Acc=60.0%
2026-05-21T15:50:41.881355,1779367841.8813558,TRAIN_EPOCH,6,0.9427,60.0,,,,,  Epoch  6  Loss=0.9427  Acc=60.0%
2026-05-21T15:50:42.030271,1779367842.0302718,TRAIN_EPOCH,7,0.9389,60.0,,,,,  Epoch  7  Loss=0.9389  Acc=60.0%
2026-05-21T15:50:42.189125,1779367842.1891255,TRAIN_EPOCH,8,0.936,60.0,,,,,  Epoch  8  Loss=0.9360  Acc=60.0%
2026-05-21T15:50:42.336431,1779367842.336431,TRAIN_EPOCH,9,0.9332,60.0,,,,,  Epoch  9  Loss=0.9332  Acc=60.0%
2026-05-21T15:50:42.484964,1779367842.4849641,TRAIN_EPOCH,10,0.9299,60.0,,,,,  Epoch 10  Loss=0.9299  Acc=60.0%
2026-05-21T15:50:42.633747,1779367842.6337478,TRAIN_EPOCH,11,0.9277,60.0,,,,,  Epoch 11  Loss=0.9277  Acc=60.0%
2026-05-21T15:50:42.782389,1779367842.7823894,TRAIN_EPOCH,12,0.9253,60.0,,,,,  Epoch 12  Loss=0.9253  Acc=60.0%
2026-05-21T15:50:42.940490,1779367842.9404907,TRAIN_EPOCH,13,0.9228,60.0,,,,,  Epoch 13  Loss=0.9228  Acc=60.0%
2026-05-21T15:50:43.090297,1779367843.0902977,TRAIN_EPOCH,14,0.92,60.0,,,,,  Epoch 14  Loss=0.9200  Acc=60.0%
2026-05-21T15:50:43.091294,1779367843.091295,VALIDATION,,,,40.0,10,,,[ACCURACY] Validation: 40.0% (n=10)
2026-05-21T15:50:43.094321,1779367843.0943215,FL,,,,,,,"B1 pre-pack: min=-3.7783, max=4.1969, mean=-0.0784","[FL] B1 pre-pack: min=-3.7783, max=4.1969, mean=-0.0784"
2026-05-21T15:50:43.096335,1779367843.0963354,FL,,,,,,,Model sent (72 bytes),[FL] Model sent (72 bytes)
2026-05-21T15:50:43.097278,1779367843.097279,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:43.253633,1779367843.2536337,BLE,,,,,,,Received global model (64 bytes),[BLE] Received global model (64 bytes)
2026-05-21T15:50:43.258574,1779367843.2585742,FL,,,,,,,Global model updated (Adam reset),[FL] Global model updated (Adam reset)
2026-05-21T15:50:43.259535,1779367843.2595358,FL,,,,,,,"B1 unpacked: min=-3.2283, max=3.4646, mean=-0.1009","[FL] B1 unpacked: min=-3.2283, max=3.4646, mean=-0.1009"
2026-05-21T15:50:45.097827,1779367845.097827,NEW_SAMPLE,,,,,30,horse,,[DATA] class=horse (n=30)
2026-05-21T15:50:47.102625,1779367847.1026251,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:49.101402,1779367849.101403,NEW_SAMPLE,,,,,30,other,,[DATA] class=other (n=30)
2026-05-21T15:50:51.099808,1779367851.099808,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
